id, author, utterance, arg_label, arg_label, arg_label
14:27, 14:48
0, christian.hauptmann.stud-mail, "Ich denke die Entscheidung nicht ausschließlich der KI überlassen werden, da KI ihre Entscheidungen nicht erklären kann.", con_2
1, antonia.krause.stud-mail, "Das muss allerdings nicht unbedingt ein Nachteil sein. In vielen Bereichen ist eine Erklärung nicht unbedingt von Relevanz, denn oft kommt es allein auf das Ergebnis an und nicht etwa auf eine Darlegung wie sie zu einer konkreten Entscheidung gekommen ist.", con_2.3
2, christian.hauptmann.stud-mail, "Dies könnte aber problematisch bei einer zweifelhaften Diagnose sein. Hat die KI nun etwas entdeckt, was Menschen nicht ersichtlich ist oder hat sie einen Fehler begangen?", con_2.3.1
3, antonia.krause.stud-mail, "Dem könnte auch dadurch begegnet werden, dass die KI Wahrscheinlichkeiten bei der Diagnose angibt.", pro_15
4, christian.hauptmann.stud-mail, "Es ist auch möglich, dass diese Wahrscheinlichkeiten nicht korrekt sind. Wenn bestimmte Minderheitsgruppen nicht im Trainingsdatensatz enthalten waren, könnten Wahrscheinlichkeiten auch komplett falsch sein.", pro_15.1
5, antonia.krause.stud-mail, "Durch die Menge an Daten mit der die KI gefüttert wird, lässt sich die Wahrscheinlichkeit falscher Ergebnisse nahezu ausschließen. Je mehr Daten, desto exaktere Ergebnisse werden geliefert.", pro_2
6, christian.hauptmann@stud-mail, "Dazu wird aber auch erst eine ausreichende Menge Daten benötigt, die dann auch noch aufbereitet werden müssen. Wenn derartig viele Daten für die Medizin gesammelt werden, besteht eine zunehmende Gefahr gläserner Bürger.",  pro_2.1
7, antonia.krause.stud-mail, "Mit Hilfe einer größtmöglichen Anonymisierung beziehungsweise Pseudonymisierung der Daten ließe sich dieser Gefahr entgegentreten.", pro_2.1.1
8, christian.hauptmann.stud-mail, "Und was ist überhaupt mit der Verantwortung für Fehler? Die KI kann diese nicht selbst übernehmen.", con_5
9, antonia.krause.stud-mail, "Die KI stellt keine Diagnose. Sie zeigt den Ärzten lediglich an, welche Stelle sie sich noch einmal genauer ansehen sollten.", unk
10, christian.hauptmann.stud-mail, "Aber wir reden hier doch davon, dass Entscheidungen von KI getroffen werden und nicht, dass sie unterstützend arbeitet.", unk
11, antonia.krause.stud-mail, "Ich denke das hängt vom jeweiligen Bereich der Medizin ab. In den Bereichen, in denen die KI tatsächlich die Entscheidung trifft, wird der Hersteller zur Verantwortung gezogen werden.", con_5
