id, author, utterance, arg_label, arg_label, arg_label
17:36,18:03
0, antonia.zierz.stud-mail, "Die KI betrachtet automatisch auch andere Teilbereiche des Körpers, ohne dass speziell danach gefragt wird.", pro_14
1, christian.hauptmann.stud-mail, "Dies könnte aber dazu führen, dass auch Diagnosen für eher Begatellen entstehen und behandelt werden, die ein Radiologe eventuell für gar nicht erwähnenswert halten würde.", pro_14.1
2, antonia.zierz.stud-mail, "Anhand der Diagnose kann jedoch immer noch entschieden werden, ob weitere Maßnahmen erforderlich sind. Nur den Wert/Bagatelle zu dokumentieren, bietet ja lediglich zusätzliches Wissen und es kann z.B. weiter beobachtet werden, ob der Zustand sich verschlechtert.", pro_14.1.1
3, christian.hauptmann.stud-mail, "Da muss ich dir zustimmen. Führt sowas aber nicht möglicherweise zu einer kompletten Durchleuchtung der Patienten, wenn ungefragt alles untersucht wird?", pro_14.1.1.1
4, antonia.zierz.stud-mail, "Ungefragt ist es ja nicht. Wenn ein CT des Thorax aufgenommen wird, liegt ja die Einwilligung des Patienten vor. Bei Verdacht auf eine Lungenerkrankung ist es ja unabhängig von der KI unmöglich, nur die Lunge bilddiagnostisch zu untersuchen ohne auch das Herz etc. mit aufzunehmen. Auch der Arzt kann ja seine Augen nicht völlig verschließen und nur die Lunge angucken.", pro_14.1.1.1.1,
5, christian.hauptmann.stud-mail, "Dann hätte eine KI in diesem Fall ja gar keinen Vorteil gegenüber einem Facharzt. Dem Arzt könnten aber aufgrund jahrelanger Erfahrung Dinge auffallen, die extrem selten sind, während eine KI für diese Fälle einfach nicht trainiert wäre und sie dementsprechend unerkannt blieben.", con_8,
6, antonia.zierz.stud-mail, "Doch. Der Arzt überfliegt im Zweifel nur das Herz und achtet nicht auf Details, wenn er durch seine Verdachtsdiagnose auf eine Lungenkrankheit gepolt ist. Eine KI dagegen ist unabhängig von psychologischen Effekten. Extrem seltene Krankheiten können genauso gut von Ärzten nicht erkannt werden. Bei einer KI können dagegen viel größere Datenmassen gespeichert werden, darunter auch diverse seltene Krankheiten, als ein menschliches Gehirn aufnehmen könnte.", pro_2, con_8.1
7, christian.hauptmann.stud-mail, "Eine derartige große Datenmasse kann aber auch Vorurteile beinhalten, ohne dass diese entdeckt werden. Dadurch würde die KI möglicherweise eine deutliche höhere Fehlerquote für Gruppen von Minderheiten aufweisen.", con_15
8, antonia.zierz.stud-mail, "Vorurteilen muss beim 'Füttern der KI mit Daten' vorgebeugt werden, indem auch Minderheiten ausgewogen miteinbezogen werden.", con_15.2
9, christian.hauptmann.stud-mail, "Die sollte natürlich im Idealfall so sein, ist aber in der Praxis in manchen Fällen gar nicht möglich.", con_15.2.1
10, antonia.zierz.stud-mail, "In der Praxis können aber auch Ärzte eine höhere Fehlerquote bei Minderheiten aufweisen. Seltene genetisch bedingte Krankheiten sind z.B. je nach Ethnie unterschiedlich häufig, sodass sie von Ärzten ohne viel Wissen über die Minderheit nicht direkt bedacht werden.", con_15.1
11, christian.hauptmann.stud-mail, "Dafür gibt es dann aber auch verschiedene Fachärzte, die sich gegenseitig beraten und austauschen könnten.", con_16
12, antonia.zierz.stud-mail, "Wenn sowieso ein 2. Facharzt zur Beratung hinzugezogen wird, könnte auch nach einer KI-Beurteilung ein Facharzt hinzugezogen werden.", con_16.1
