,label,text
0,Z.P1,KI urteilt gleich in ähnlichen Fällen.
1,Z.P1,"SchiriKI: gleiche Situation, gleiche Entscheidung."
2,Z.P1,Immer gleiche Urteile von KI bei ähnlichem.
3,Z.P1,"Schiri-KI: ähnliche Fälle, gleiche Urteile."
4,Z.P1,Konsistenz in Entscheidungen durch Schiedsrichter-KI.
5,Z.P1,"Ähnliche Spielsituationen, gleiche KI-Entscheidungen."
6,Z.P1,SchiriKI liefert einheitliche Urteile bei ähnlichen Szenen.
7,Z.P1,Gleiche KI-Bewertungen für vergleichbare Spielmomente.
8,Z.P1,Schiedsrichter-KI ermöglicht konsistente Beurteilungen in ähnlichen Situationen.
9,Z.P1,KI-gestützte Entscheidungen bieten Konsistenz in vergleichbaren Spielszenarien.
10,Z.P1,Die Schiri-KI sorgt für verlässliche und einheitliche Entscheidungen bei ähnlichen Fußballsituationen.
11,Z.P1,Gleichförmige Entscheidungen in ähnlichen Situationen durch Künstliche Intelligenz.
12,Z.P1,Die Schiedsrichter-KI gewährleistet objektive und konsistente Beurteilungen in vergleichbaren Spielsituationen.
13,Z.P1,Mithilfe der KI werden ähnliche Spielsituationen systematisch und einheitlich bewertet.
14,Z.P1,Die KI-basierte Schiedsrichterentscheidung sichert kohärente Urteile bei vergleichbaren Fußballmomenten.
15,Z.P1,Durch den Einsatz einer Schiedsrichter-KI wird die Konsistenz in der Beurteilung ähnlicher Spielszenarien gewährleistet.
16,Z.P1,Eine Schiedsrichter-KI trägt zur kohärenten und systematischen Beurteilung vergleichbarer Fußballspielsituationen bei und fördert eine gerechte Entscheidungsfindung.
17,Z.P1,"Die Integration einer Künstlichen Intelligenz im Schiedsrichterwesen ermöglicht eine objektive, konsistente und methodische Analyse ähnlicher Spielszenarien."
18,Z.P1,Durch die Implementierung einer KI-basierten Schiedsrichterentscheidung entsteht eine konstante und verlässliche Beurteilungsbasis für vergleichbare Spielsituationen.
19,Z.P1,"Die Anwendung einer Schiedsrichter-KI stellt eine kohärente, systematische und objektive Beurteilung ähnlicher Fußballereignisse sicher."
20,Z.P2,KI denkt ohne Gefühle.
21,Z.P2,SchiriKI hat keine Emotionen.
22,Z.P2,Emotionslose KI-Entscheidungen.
23,Z.P2,KI ist gefühllos bei Urteilen.
24,Z.P2,SchiriKI trifft Entscheidungen unemotional.
25,Z.P2,Emotionslosigkeit prägt KI-Urteile.
26,Z.P2,SchiriKI entscheidet nüchtern und sachlich.
27,Z.P2,Gefühlsfreie Schiedsrichter-KI.
28,Z.P2,Die Künstliche Intelligenz entscheidet frei von Emotionen.
29,Z.P2,Objektive und emotionsfreie Entscheidungen durch SchiriKI.
30,Z.P2,Entscheidungen der KI sind unbeeinflusst von Gefühlen.
31,Z.P2,Emotionslose und faire Beurteilung durch Schiedsrichter-KI.
32,Z.P2,SchiriKI ermöglicht emotionsfreie Entscheidungen durch objektive Bewertung.
33,Z.P2,Die Künstliche Intelligenz erlaubt eine gefühlsunabhängige Urteilsfindung.
34,Z.P2,"SchiriKI trifft Entscheidungen basierend auf Fakten, unbeeinflusst von Emotionen."
35,Z.P2,Rationale und emotionsfreie Urteile im Spiel dank Schiedsrichter-KI.
36,Z.P2,SchiriKI sichert eine emotionsunabhängige und datengestützte Urteilsfindung.
37,Z.P2,Die Künstliche Intelligenz ermöglicht eine systematische und gefühlsfreie Bewertung von Spielsituationen.
