,label,text
0,Z.K7-2,Es bleiben menschliche Richter:innen in höheren Instanzen wie bisher bestehen
1,Z.K4,Wenig flexibel als der Rechtsspruch von Richter:innen sind die Entscheidungen der jurKI wodurch Rechtssicherheit gewährleistet wird.
2,Z.K12,Eine Rechtssprechung durch die jurKI weicht von dem Grundsatz ab nicht durch eine automatisierte Entscheidungsfindung verurteilt werden zu können.
3,Z.P4,"Die maschinelle Verarbeitung vielschichtiger Daten durch die jurKI ermöglicht ein zuverlässigeres Auffinden von Korrelationen und Faktoren, die der Rechtssprechung zugrunde liegen."
4,Z.P8-2,"Die jurKI erspart nur wenig Arbeit, da Berufungen weiterhin in einer höheren Instanz durch Richter:innen bearbeitet werden."
5,Z.K2-1-2,Trotz einer sorgfältigen Rechtssetzung könnte die jurKI zu verantwortungslosen Entscheidungen kommen. Dabei ist der Prozess der Entscheidungsfindung möglicherweise unnachvollziehbar.
6,Z.K10-2,Die jurKI wird nur klar entscheidbare Fälle übernehmen und andere Fälle an menschliche Richter:innen übergeben.
7,Z.P8,Der Einsatz von jurKI erspart die Arbeit der Entscheidungsfindung für klar entscheidbare Fälle und ist somit günstiger. Teure Richter:innen müssen nur noch in höheren Instanzen der Rechtssprechung eingesetzt werden.
8,Z.K6,"Einer künstlichen Intelligenz liegen keine Werte zugrunde, an denen sich die Entscheidungsfindung orientieren kann. Dies könnte unmenschliche Urteile zur Folge haben."
9,Z.P3-1-1,"Die jurKI als standardisiertes, lernfähiges System wird korrigierte Fehler nicht wiederholen. Dank großer Datenmengen und Lernprozess reduziert sich die Anzahl gemachter Fehler immer weiter, sodass sie menschlichen Richter:innen überlegen sein wird."
10,Z.K10-1,Auch menschliche Richter:innen irren sich. Durch hochqualitative Trainingsdaten und -prozesse wird die Fehlerrate einer KI jedoch menschliche Fehlerraten schlagen können.
11,Z.K9,Eine Rechtssprechung durch eine unpersönliche Software wird keinen Zuspruch in der Bevölkerung finden.
12,Z.P1,"Die jurKI bietet bessere Rechtssicherheit und Gerechtigkeit, da sie keinen individuellen Ermessensspielraum bei der Rechtssprechung zulässt."
13,Z.P3-1,Unerkannt fehlerhafte Urteile der jurKI würden sich wiederholen und weitreichende Schäden anrichten.
